name,label
000000016164_left.png,dog
000000471175_left.png,dog
000000026654_left.png,dog
000000158497_left.png,spoon refrigerator dog
000000390348_left.png,dog
000000369190_left.png,dog
000000151988_left.png,bottle dog
000000307993_left.png,book dog
000000007125_left.png,dog
000000346965_left.png,dog
000000392659_left.png,dog
000000534829_left.png,dog
000000210060_left.png,dog
000000106166_left.png,dog
000000276719_left.png,chair dog
000000245462_left.png,bowl dog
000000532426_left.png,dog car
000000319055_left.png,handbag dog car traffic light
000000135275_left.png,dog
000000346560_left.png,oven bottle dog
000000007394_left.png,potted plant bench
000000051191_left.png,potted plant sink
000000087567_left.png,potted plant book
000000107516_left.png,potted plant oven spoon
000000580027_left.png,potted plant
000000353817_left.png,potted plant vase chair
000000331268_left.png,potted plant sink
000000104326_left.png,potted plant dining table chair
000000413435_left.png,potted plant cup bowl vase
000000364783_left.png,potted plant chair
000000567787_left.png,potted plant
000000315740_left.png,potted plant oven bowl microwave
000000302038_left.png,potted plant cup bowl vase
000000243600_left.png,potted plant vase
000000476925_left.png,potted plant book clock
000000511430_left.png,potted plant vase refrigerator tv
000000429807_left.png,potted plant
000000358103_left.png,potted plant toothbrush vase sink
000000045099_left.png,potted plant handbag bottle
000000461256_left.png,potted plant bowl sink
000000348838_left.png,potted plant sink
000000199575_left.png,potted plant oven
000000258985_left.png,potted plant
000000443259_left.png,potted plant refrigerator sink
000000389624_left.png,potted plant sink fork orange
000000238355_left.png,potted plant bowl
000000514018_left.png,potted plant
000000106193_left.png,potted plant vase
000000275781_left.png,tv cup
000000203085_left.png,keyboard book teddy bear tv mouse backpack
000000225913_left.png,dining table wine glass tv chair potted plant cup knife bottle
000000106172_left.png,tv keyboard
000000453065_left.png,tv vase
000000106392_left.png,toaster tv cup knife bowl
000000388534_left.png,tv
000000554625_left.png,tv keyboard mouse
000000328462_left.png,spoon dining table remote tv oven bowl
000000000939_left.png,tv cup
000000410627_left.png,tv toaster
000000241350_left.png,keyboard tv chair mouse laptop cell phone
000000290750_left.png,spoon tv oven dog bowl fork sink
000000366406_left.png,tv couch sink
000000192403_left.png,tv
000000015918_left.png,tv toilet
000000202273_left.png,bird
000000475407_left.png,bird
000000265378_left.png,bird
000000071145_left.png,bird
000000120977_left.png,clock bird
000000290868_left.png,bowl cup microwave cat
000000040414_left.png,bowl dining table oven cat
000000574769_left.png,oven refrigerator cat
000000566717_left.png,cat
000000455365_left.png,cat
000000040842_left.png,cat
000000254540_left.png,cat
000000336372_left.png,cat
000000174871_left.png,cat
000000489687_left.png,cat
000000129520_left.png,horse
000000444390_left.png,vase chair horse potted plant sink
000000097609_left.png,horse
000000101013_left.png,horse
000000579463_left.png,horse
000000020779_left.png,horse
000000541493_left.png,bottle
000000559159_left.png,bottle
000000473055_left.png,toothbrush bottle sink
000000441473_left.png,toothbrush bottle sink
000000092257_left.png,bottle sink
000000007276_left.png,toothbrush bottle
000000107922_left.png,spoon microwave refrigerator oven bottle bowl sink
000000460507_left.png,bottle
000000028022_left.png,bottle
000000079465_left.png,oven microwave bottle
000000327529_left.png,bottle
000000369594_left.png,bottle banana orange
000000367619_left.png,bowl bottle sink
000000131804_left.png,sports ball truck backpack bottle handbag
000000328530_left.png,cup bottle
000000415218_left.png,chair dining table bottle sink
000000373713_left.png,bottle
000000158292_left.png,bottle
000000064155_left.png,bottle sink
000000083049_left.png,bottle
000000436273_left.png,couch bottle cup laptop
000000069340_left.png,apple bottle banana orange
000000514604_left.png,bottle
000000222564_left.png,microwave bottle
000000525420_left.png,toothbrush bottle sink
000000297787_left.png,knife bottle scissors
000000571635_left.png,potted plant toothbrush bottle
000000516805_left.png,bowl handbag bottle
000000504248_left.png,bottle sink
000000064474_left.png,spoon bottle microwave sink
000000439837_left.png,bottle
000000156320_left.png,spoon knife bottle microwave
000000352093_left.png,bottle
000000464831_left.png,bottle
000000303099_left.png,bottle
000000425578_left.png,handbag bench bottle
000000037367_left.png,bottle remote
000000570659_left.png,bowl bottle sink
000000342142_left.png,bottle
000000203661_left.png,book knife bottle
000000519838_left.png,bottle car
000000282711_left.png,potted plant vase bottle
000000136720_left.png,bottle
000000581501_left.png,refrigerator wine glass oven cup bottle
000000415841_left.png,spoon knife bottle fork sink
000000112915_left.png,bicycle bottle
000000027285_left.png,spoon toaster cup bottle bowl fork sink
000000246613_left.png,handbag bottle sink
000000332908_left.png,bottle
000000316008_left.png,bottle
000000385001_left.png,potted plant toothbrush bottle
000000381323_left.png,bottle
000000322353_left.png,bowl bottle
000000195042_left.png,bottle
000000167724_left.png,bottle
000000579008_left.png,bottle
000000190734_left.png,bottle sink
000000234277_left.png,microwave banana oven clock cup apple bottle
000000553280_left.png,bottle sink
000000079446_left.png,cup bottle
000000327892_left.png,cup bottle
000000207196_left.png,spoon refrigerator scissors remote apple knife bottle sink
000000484080_left.png,bowl knife bottle
000000231732_left.png,bottle
000000530384_left.png,bed refrigerator bottle sink
000000450359_left.png,oven spoon bottle
000000552074_left.png,bottle toilet
000000347740_left.png,toothbrush cat bottle sink
000000065258_left.png,bottle
000000180718_left.png,oven cup apple bottle bowl
000000066827_left.png,bowl bottle sink
000000094052_left.png,handbag cup book bottle
000000468885_left.png,hair drier bottle toilet sink
000000410350_left.png,bottle
000000000164_left.png,microwave dining table refrigerator bottle bowl
000000312632_left.png,bottle sink
000000073009_left.png,bottle
000000545114_left.png,book toaster bottle
000000279149_left.png,book microwave vase cup bottle bowl
000000049984_left.png,bottle sink
000000089099_left.png,bottle
000000076588_left.png,bottle
000000542570_left.png,chair dining table bottle
000000251062_left.png,bottle
000000288161_left.png,bottle
000000398554_left.png,cup bottle
000000454810_left.png,bottle
000000124707_left.png,oven bottle sink
000000213429_left.png,bottle
000000267135_left.png,bowl cup bottle sink
000000192440_left.png,bottle sink
000000485731_left.png,oven microwave refrigerator bottle
000000295105_left.png,oven refrigerator bottle
000000262054_left.png,clock bottle orange
000000341011_left.png,toothbrush bottle sink
000000533978_left.png,clock bottle refrigerator
000000186165_left.png,oven clock bottle
000000185935_left.png,cup bottle sink
000000442609_left.png,apple knife bottle
000000548485_left.png,bottle toilet
000000428305_left.png,vase bottle
000000161720_left.png,bottle toilet sink
000000411564_left.png,refrigerator bottle
000000465327_left.png,bottle
000000124004_left.png,clock bottle
000000069750_left.png,bottle
000000489344_left.png,cup bottle sink
000000016590_left.png,knife bottle
000000488822_left.png,cup bottle
000000549668_left.png,bottle
000000285882_left.png,bottle
000000255665_left.png,toothbrush toilet cup bottle sink
000000450125_left.png,cup vase bottle
000000328255_left.png,bottle
000000287320_left.png,bottle sink
000000567254_left.png,vase bottle
000000497002_left.png,cell phone bottle sink
000000125059_left.png,bottle sink
000000577377_left.png,oven bottle
000000096107_left.png,potted plant spoon bottle
000000414156_left.png,oven spoon toaster bottle
000000337561_left.png,bottle traffic light
000000567789_left.png,book bottle sink
000000070744_left.png,motorcycle cell phone bottle wine glass
000000534467_left.png,refrigerator bottle laptop
000000253171_left.png,bottle
000000135071_left.png,book bottle sink
000000097036_left.png,handbag couch
000000556633_left.png,couch
000000086135_left.png,chair clock bottle
000000096183_left.png,chair cup toaster
000000397268_left.png,chair
000000199634_left.png,chair bowl knife dining table
000000539423_left.png,chair book
000000387478_left.png,chair
000000008922_left.png,chair bowl vase sandwich
000000458119_left.png,chair
000000149184_left.png,chair vase dining table
000000117899_left.png,chair refrigerator dining table clock
000000072018_left.png,chair bed
000000293802_left.png,chair dining table
000000280498_left.png,chair oven bowl microwave
000000120021_left.png,chair
000000523217_left.png,chair tie
000000506151_left.png,chair handbag
000000242611_left.png,chair toilet
000000246265_left.png,chair
000000339761_left.png,chair couch toilet
000000096420_left.png,potted plant couch bench
000000082462_left.png,umbrella dining table
000000105177_left.png,vase dining table orange chair potted plant apple bowl
000000353982_left.png,bottle book clock dining table
000000102625_left.png,cup bottle dining table wine glass
000000374628_left.png,bench microwave dining table oven
000000063619_left.png,backpack bicycle
000000291179_left.png,backpack bicycle frisbee car
000000435937_left.png,chair handbag bench bicycle
000000124462_left.png,bicycle
000000288769_left.png,bicycle
000000037209_left.png,bicycle truck
000000483108_left.png,bicycle stop sign
000000083045_left.png,bicycle
000000043202_left.png,bicycle
000000195510_left.png,bicycle traffic light
000000325867_left.png,bicycle
000000142718_left.png,bicycle
000000171962_left.png,bicycle car
000000263961_left.png,bicycle
000000575254_left.png,handbag bicycle
000000111099_left.png,bicycle
000000549386_left.png,bicycle
000000012946_left.png,handbag motorcycle bicycle umbrella
000000377999_left.png,backpack bicycle
000000541813_left.png,bicycle
000000021711_left.png,chair bicycle car
000000192128_left.png,bicycle car
000000562150_left.png,bicycle
000000320246_left.png,backpack bicycle
000000490847_left.png,bicycle
000000154587_left.png,bicycle
000000018666_left.png,handbag bicycle
000000391584_left.png,bicycle
000000050481_left.png,backpack bicycle
000000237568_left.png,stop sign motorcycle truck backpack car
000000163412_left.png,traffic light car
000000108531_left.png,car
000000282130_left.png,traffic light car
000000469134_left.png,motorcycle car
000000023879_left.png,truck car
000000204887_left.png,traffic light car
000000567944_left.png,chair car
000000429042_left.png,traffic light car
000000550666_left.png,truck car bird
000000451944_left.png,car
000000377867_left.png,car
000000566456_left.png,truck handbag car
000000018783_left.png,boat handbag car
000000270175_left.png,car
000000277542_left.png,car
000000562356_left.png,car
000000345071_left.png,truck car
000000525971_left.png,car
000000413339_left.png,tie car
000000535588_left.png,car
000000135666_left.png,handbag traffic light car
000000102735_left.png,truck motorcycle car
000000259049_left.png,car
000000312341_left.png,bus car
000000580704_left.png,car
000000258112_left.png,car
000000154830_left.png,car
000000069189_left.png,car
000000175570_left.png,motorcycle
000000546388_left.png,motorcycle
000000080185_left.png,book chair motorcycle handbag car
000000317320_left.png,motorcycle
000000049428_left.png,motorcycle
000000468508_left.png,motorcycle parking meter
000000468953_left.png,motorcycle
000000399545_left.png,motorcycle clock
000000195267_left.png,motorcycle clock
000000199883_left.png,motorcycle truck
000000391895_left.png,motorcycle bicycle
000000061181_left.png,motorcycle bus
000000097434_left.png,motorcycle truck
000000573962_left.png,motorcycle bus
000000108838_left.png,motorcycle
000000556345_left.png,bus traffic light
000000148526_left.png,bus truck
000000044312_left.png,bus
000000301188_left.png,bus truck
000000161141_left.png,train
000000305545_left.png,boat
000000495993_left.png,boat backpack stop sign
000000309071_left.png,backpack bicycle
000000243825_left.png,bicycle traffic light
000000539124_left.png,truck bicycle car
000000233660_left.png,car
000000465692_left.png,car
000000187349_left.png,stop sign fire hydrant car
000000546642_left.png,motorcycle
000000001722_left.png,handbag motorcycle truck
000000241291_left.png,motorcycle bench
000000138755_left.png,airplane clock
000000378561_left.png,bus car
000000050411_left.png,car
000000561433_left.png,stop sign
